,Text,Class
20899,smh hate hoe,OFF
20900,smh niggah,OFF
20901,smh queer,OFF
20902,smh u nigger amp ur music knowledg,OFF
20903,smh dream faggot wow rt cocainemodel dream lmfao start bottom   itsnotharold ,OFF
20904,smh go play dreamcast rt thegoodfella hate play someon home trash ass default broadcast cam  camera goat,OFF
20905,smile bitch hate,OFF
20906,smile hoe hate,OFF
20907,smoke good weed bad bitch,OFF
20908,smoke good weed bad bitch give good girl bad habit,OFF
20909,smoke sesh niggah u mean,OFF
20910,smoke sum bitch,OFF
20911,smoke summm bitch,OFF
20912,smoke wit bitch nap let play music bet  turn boosi slow shit ,OFF
20913,smokin loud yo ass panick wwn show hoe start vanish,OFF
20914,smokin stuntin ride round town wit bitch bad dont mean noth,OFF
20915,smoke brooklyn got high giraff pussi,OFF
20916,smuggl letter gaza tunnel digger detail suffer hama rule  via themuslimissu,NOT
20917,smurf real cat bitch,OFF
20918,snake slither coil rt faisalnizam hoe aint loyal,OFF
20919,snapchat bitch jaceyjanett,OFF
20920,sneaki hoe ,OFF
20921,snoop hoe ,OFF
20922,alreadi dont fuck dude nice im humor bitch cross linefirst motherfuck,OFF
20923,decid drive good walmart color folk dont go bc food,OFF
20924,figur ive bitch late,OFF
20925,guess want ghetto dad poor  moral standard grandfath poor great man tho,OFF
20926,guess im snapchat snapchat bitch danvii  idea,OFF
20927,guess girl psycho bitch dgaf day smh yall  even know psycho tf outta ,OFF
20928,spray huge ass wasp nest outsid backdoor maaan bitch mad fuck,OFF
20929,keep cool back mind im like des hoe come mf porch like ik dem,OFF
20930,made hey short cut pussi lip ann phone ,OFF
20931,seen sweater  flashi wanna get gotta get say boyfriend bitch puppi ,OFF
20932,swore school close bitch open im home ,OFF
20933,gotta find new hous land lord bitch get waaaay better hous good lol,OFF
20934,im tedgibson ted get hair color right besid heeeey,NOT
20935,ive pretti paranoid cool weather bring abund bird austin nyc philadelphia,NOT
20936,politico say rney win goe gallup thing lmao teabagg morningjo,NOT
20937,sterl bitch gotta hoe aye paid youremad dont blame bitch half black,OFF
20938,cracker play guitar thank tamparick  saturday night,NOT
20939,appar amp eric fucc amp fucc everi nigga  great yall bitch whoppin amp talkin behind blocc twitter,OFF
20940,work today got call cracker ass bitch lol,OFF
20941,basic reflect lot make fire bitch day day,OFF
20942,bitch shoot look better blank stare get shank pancrea,OFF
20943,buy anoth round tri shut us bout hour ago still bitch earli late follow ,OFF
20944,excit white trash bash parti tonight ,OFF
20945,excit tomorrow amp saturday amp lazi bitch sunday ,OFF
20946,far ive seen  bad bitch talkn bout mansion   wtf,OFF
20947,far today everi time tri load articl blaze twitter site crash wtf selibus cunt,OFF
20948,fuck thirsti championship welcom fuck traitor open arm haha fuck heart ass pussi organ,OFF
20949,ghetto,OFF
20950,glad found good girl dont deal wild ass hoe nowaday ratchet,OFF
20951,bought condom parti rite aid ladi gave dirti look came back bought trash bag imagineherfac,NOT
20952,dread tattoo beard id get bitch,OFF
20953,girl get drunk hoe shitit rape,OFF
20954,term wigger someon choos listen hip hop act certain way caus interest race,OFF
20955,jealous parent bryce gone redneck paycheck weekend shouldv gone  ,OFF
20956,jus dont faith cus u never kno bitch lmao,OFF
20957,chill hoe,OFF
20958,let see look like without  filter color contact lens follow die know uberfoxi,NOT
20959,mani bitch one sentenc fixitjesus,OFF
20960,mani bitch think theyr much hotter,OFF
20961,mani hoe whip would thought still slaveri,OFF
20962,mani shadi bitch secret thirst aliv,OFF
20963,mani weird peopl ghetto time,NOT
20964,much ucla team beat trash,NOT
20965,much go hypocrisi doesnt sit well redneck famili central illinoi black bieber,NOT
20966,much white trash demo derbi  ,OFF
20967,cowork yellin cowork im like talkin cuz wanna bktrack like bitch,OFF
20968,daughter seen charli villanueva question  ,NOT
20969,dumb ass scream fuck redskin big ass echo fill park garag,OFF
20970,light amp door close  mom walk turn light  tell take trash morn  walk light,NOT
20971,mom told put drug paraphernalia trash shitti life stoner cop mom im pretti upset,OFF
20972,nigga wanna bitch shit wear flower shit smh yall nigga gay,OFF
20973,nigger realli believ phelp smokin regular huh tell amp ill log night,OFF
20974,aint nobodi got type like bad bitch huhwel yo babi momma never mind,OFF
20975,trill trash cus asap said  ok,NOT
20976,wanna lie   hes fucc joke  ajay gotta whole bitch oml trynna argu wit amp shit like fir boi ,OFF
20977,peopl donat plasma feed drug addict donat get money save liveswhaddup bitch ,OFF
20978,piss forgot saiyan bitch infio gave ne ig tioo fuck,OFF
20979,real unreal lol yanke worldseri  mlb  ,NOT
20980,scare orientationi hate meetin new peopletheyr gonna think im quiet girl realli im craziest bitch theyll ever meet,OFF
20981,sick fake ass hoe,OFF
20982,bitch flip let infront mee okay,OFF
20983,pussi dont cream cum,OFF
20984,flash pop dawson pop think mighta actual kill mom cuz gail lie cheat bitch,OFF
20985,dumb bitch opinion bout wtf post instagram time took write  ,OFF
20986,tire mom make stay finish drink anoth beer better chug shit,OFF
20987,fat toothless sack chase bitch yell bust ass van window fuck get real job,OFF
20988,toodl bitch  goodnight ,OFF
20989,chris brown talk bout hisself said hoe aint loyal ,OFF
20990,even two full game season fairweath whine alreadi full effect yanke,NOT
20991,weird word cunt offens countri yet countri refer somebodi like whos cunt,OFF
20992,hoe citi make happi move montana happi rest  day,OFF
20993,yall give farwel lulu yet shit kris ok bitch ok,OFF
20994,yall hoe still surfboardn tub nah,OFF
20995,yesterday ran dude went high school amp use skinni hell omg fucker slit tire year ago,OFF
20996,dont want see true life stori american hero bizzi lazi krayzi amp wish wanna watch hillbilli shoot pumpkin,NOT
20997,femal feel like ok dress like hoe smh hope dont daughter pleas god ,OFF
20998,still dont suck dick eat pussi ,OFF
20999,bronyfolk far wide throw bitch fit equestriagirl must one isnt look interest,OFF
21000,get someth close approxim full bird paradis yoga pose time make ragdol cosplay,NOT
21001,flappi bird game,NOT
21002,olymp brazil yet mean yay sport stop look like   goredskin,OFF
21003,sohello kitti realli chicken boo bitch,OFF
21004,soap wish pussi tho rt imjustceej beard smell like,OFF
21005,social media post rival social media app shall never let word edit appear next facebook status doubl read bitch,OFF
21006,social network ruin bitch game,OFF
21007,sock pussi like im vegeta,OFF
21008,soetoroobama move countri forward w vision vision downsiz oppress countri get even w whitey war,OFF
21009,soft nicca usual send hate thru bitch jealous instagram nicca hatin ya pictur  therealkiss,OFF
21010,soft nigga usual send hate threw bitch,OFF
21011,sold weed bitch whos gonna lawyer bet shell nigga back,OFF
21012,sombodi bring pussi,OFF
21013,dont cross bitch,OFF
21014,armi femal bitch everyth ,OFF
21015,douch cub redneck cub fan freak ask bite bloodi berk hes like  ,NOT
21016,jihadi post bio isi boss mr awad excel sociolog info cant thank himher enough gift,NOT
21017,oval pink blue yellow,NOT
21018,bitch nigga drumlin spray water ran away fuck pussi,OFF
21019,bitch relentless curv hundr time still want dick,OFF
21020,bitch bare respect,OFF
21021,bitch curv game serious,OFF
21022,bitch luck men lmao mayb your problem sweetheart cant fault lol,OFF
21023,bitch need get life ,OFF
21024,bitch truli aint shit ,OFF
21025,black peopl live entir differ world everyth peach cream appar take rose color glass,NOT
21026,call trickn call hangn ima handl busi n knock dat pussi ,OFF
21027,croquett hoe,OFF
21028,girl think bitch attitud attract tf made think,OFF
21029,guy orient got ask top  favorit music artist first thing bitch said usher,OFF
21030,ho hit wife lol,OFF
21031,hoe tweet make mad lol,OFF
21032,lie ass hoe lol,OFF
21033,movi made facilit dude pick girl think side box lil nigguh,OFF
21034,niggah said sugapuss lastnight ,OFF
21035,niggah save hoe aint heroic,OFF
21036,nigga beat bitch get point across mental fuck w ignor ,OFF
21037,nigga save hoe,OFF
21038,ice melt car caus dumb fuck  decid want strike convers wit fat ugli bitch smfh,OFF
21039,hoe loyal,OFF
21040,hoe deserv kick vagina lucki aint tryna loos shoe,OFF
21041,hoe need hop high hors seem ride  ,OFF
21042,hoe everybodi,OFF
21043,hood negro dont deserv bail money way visit jail,OFF
21044,niqqa straight pussi whip ,OFF
21045,sex gif fuck retard,OFF
21046,yall femal undercov hoe,OFF
21047,yall gorgeous women aint gorgeous realiz got ugli bitch attitud,OFF
21048,yall popular cuz yall name  bitch ugli,OFF
21049,bitch dumbbbb,OFF
21050,girl wifey halloween sinc  hoe year,OFF
21051,peopl bitch ass nigga amp stay far away,OFF
21052,peopl constant pessimist unattract like much bitch dont start chang,OFF
21053,redneck race freeway gte,OFF
21054,thot never learn  gooooo awaaaaay hoe,OFF
21055,women straight bitch,OFF
21056,somebodi couldv like aye man drop money nooooooo fuck broke faggot selfish bastard hate yall,OFF
21057,somebodi help   kicksnbenji bitch nigga bye want someth ,OFF
21058,somebodi pleas choke fuck retard keep yell mash potato tool pgachampionship,OFF
21059,somebodi tell niggga ima keep fuckin hoe ima keep rockin show,OFF
21060,somebodi tell pussi nigga got em,OFF
21061,somebodi tell pussi nigga got em got em,OFF
21062,somebodi toss bitch dasani someth gurl thirsti,OFF
21063,someon household want die get excit enjoy coupl oreo someon left one one friggin oreo ,NOT
21064,someon bitch slap lake see fb tomorrow suspect hard core gop friend,OFF
21065,someon came amp told pull hoe today piss that fuck fals sad,OFF
21066,someon come take browni away eat whole pan,NOT
21067,someon need get bore nike fag stage,OFF
21068,someon pleas bring goldfish cracker,NOT
21069,someon probabl told  god trash,NOT
21070,someon explain blake griffin talk trash oppos  string unbecom even amongst clipper,NOT
21071,someon shut beaner pleas,OFF
21072,someon tell  dread part uniform id pull hair trash talk cut doodoo braid,NOT
21073,someon tell drink bitch fuck first night meet back game,OFF
21074,someon tell royal stay home ,NOT
21075,someon tell bitch stfu,OFF
21076,someon tell hoe turn lion king,OFF
21077,someon told iggi azalea stunk child caus bitch still upset yo aint even deep,OFF
21078,someon mother call handsom buff yellow thang last night ego temporarili elev binniemous die lol,NOT
21079,someth funni rt peachpapayya  rt midcityac control excit sir  let gooooo teena ,OFF
21080,someth like perfectionist even check horoscop bitch,OFF
21081,sometim wish wasnt color,OFF
21082,sometim feel like realli nice everyon im like wait your bitch anyway soooo,OFF
21083,sometim want someon bitch shitti day,OFF
21084,sometim wake ceil  floor  outsid  near trash mom hollywood somewher alli somewher,OFF
21085,sometim wish cute pet monkey rememb would probabl defec everywher beat destroy hous,NOT
21086,sometim bitch need struggl get go rt odotkay vianawf sometim shit extra ,OFF
21087,sometim femal fuck retard bro swear want kick yall ovari,OFF
21088,sometim ppl stay marri cuz conveni u constant bitch amp complain amp sleep separ room time reevalu,OFF
21089,sometim u gotta knock nicca tho ij freecb,OFF
21090,sometim dont wanna fuck bitch head good end fuck,OFF
21091,sometim gotta block bitch damn annoy,OFF
21092,sometim gotta settl averag lookin bitch wit good person prevent gettin cheat,OFF
21093,sometim even gotta tell hoe grow smh,NOT
21094,son bitch,OFF
21095,son bitch thunder,OFF
21096,son bitch cant wait till basebal back americaspasttim,OFF
21097,son bitch,OFF
21098,son mail ladi ghetto ,OFF
21099,sone yall bitch need morn glori milk bath ,OFF
21100,sonnen faggot,OFF
21101,sonoma counti cannot handl gutto style straight north bay pussi forev,OFF
21102,soon fuckeveryword fuck backtrack cant wait fuck faggot,OFF
21103,soon da money gon dem bitch leavinyou get lock aint gon visit ya neither,OFF
21104,sooo first aidcpr certif came handi tonight glad didnt lose monkey ,NOT
21105,sooooooo true im pussi monsta ,OFF
21106,sore loser charli crist  give concess speech call recount  tcot pjnet,NOT
21107,sorri sam went elonunivers rt  wes durham woodi durham son tar babi pack game,NOT
21108,sorri spam dare search nigger twitter laugh imposs,OFF
21109,sorri fellow negro,NOT
21110,sorri fo da rant make mad asham color wish white yall would like,OFF
21111,sorri hoe love stand leg open easi,OFF
21112,sosa beat ho,OFF
21113,sound like real nigga  keith stood monkey bat look girl skirt recess time fuck ,OFF
21114,sound like bitch whatev,OFF
21115,sound like god damn bear fell tree might time stop piss outsid  piss bucket bitch,OFF
21116,sound like hoe,OFF
21117,sourc say charli crist phone rick scott type conced,NOT
21118,southwest airlin like drive mini van white trash cousin love huff paint thinner work,OFF
21119,space browni ,NOT
21120,spark bitch interest,OFF
21121,speak face fake bitch,OFF
21122,speak  year pussi phenomen,OFF
21123,speak ford garland need get sub job applic lol killin  bird one stone merica,NOT
21124,speak rt kinghorsedick lot backpag hoe dont like fuck black guy never went thru,OFF
21125,special thank tina charli staff waver hill thank everyon dedic time make ,NOT
21126,spell name right bitch well talk,OFF
21127,spendin money save stackin one like brick hittin bitch like craig watchin ass clap morningstusesh ,OFF
21128,spend money hoe  nigga aint fuck shit ,OFF
21129,spic half breed trash filthi nativ allow speak european,OFF
21130,spiff tryna hoe,OFF
21131,spittin crystal bitch face larri johnson funniest moment book sue sens humor,OFF
21132,spongebob ass nicca fr,OFF
21133,spring breakkkk bitch ,OFF
21134,spring almost  realiz collect hoe sever decreas ,OFF
21135,squidward face ass bitch,OFF
21136,stafford trash without megatron fantasyfootballproblem,NOT
21137,stafford pussi,OFF
21138,stark faggot,OFF
21139,start punch hoe esophagus shit,OFF
21140,start wit hanna montana hoe im fuckin nick cannon hoe,OFF
21141,start  brick im sold bitch,OFF
21142,stay home bitch fuck u,OFF
21143,stay poon bitch,OFF
21144,stay warm  beani sweaterweath  ,NOT
21145,stay witcha nasti littl hoe dont shit,OFF
21146,stayin late watch ichiro yanke,NOT
21147,step horribl bitch went straight dvd ,OFF
21148,step take oppurtun freshfac iubb hoosier,NOT
21149,step club smooth l hand bitch know im freak like eleph man,OFF
21150,stephan smith say jay cutler shouldnt mvp candid straight retard,NOT
21151,stephen threat brother doesnt scare quit runnin fuckin mouth amp wont hide behind brother bitch boy,OFF
21152,stern fix imag leagu nba player knock bitch elev,OFF
21153,steve calvin anni cunt ,OFF
21154,steve mcnair got murder side bitch man life crazi,OFF
21155,stevi j nigga  bitch ten,OFF
21156,stfu hoe ,OFF
21157,stfu kenya u make sick lone desper bitch,OFF
21158,stiff arm hoe ass lmao,OFF
21159,still cant see nigger see white hoe,OFF
21160,still confus king order two tranni hooker parti last night,OFF
21161,still dont give fuck bout bitch dude,OFF
21162,still downtown bitch,OFF
21163,still realli confus humplayproblem think lucricusi fag dagger,OFF
21164,still wait oomf hit hoe lololol,OFF
21165,still wit bitch death ,OFF
21166,stolen  lol realli guy im give class keep bitch whos  ,OFF
21167,stomach hurt im starv earli morn pussi ,OFF
21168,stoni fuckin queer,OFF
21169,stood outsid  minut take phone call went back look mirror saw somalian fuck sun lil punk ass bitch,OFF
21170,stop smokin bathsalt charli brown rejectedpeanutsspeci,NOT
21171,stop twatch bitch,OFF
21172,stop actin like yu start wearin ya ugg bitch seen break em august,OFF
21173,stop hoe,OFF
21174,stop give hoe half azz dick plow deep make scream nd cream ,OFF
21175,stop hatin niggah  got ya girlfriend callin hater niggah ,OFF
21176,stop lettin messi hoe mess busi,OFF
21177,stop rting celtic trash pleas,NOT
21178,stop sayin gov name fuck wrong widd u bitch u stupid,OFF
21179,stop snitch faggot  ill snap nude promis wont screenshotdont worri babi wont ,OFF
21180,stop spoil u fag,OFF
21181,stop tri honki ,OFF
21182,stop use word redskin,OFF
21183,stop whack shower queer boy ilovebamf,OFF
21184,strap fasho caus iont trust hoe,OFF
21185,stress stress go away come never fuck bitch,OFF
21186,strong jaw ass bitch,OFF
21187,strong pussi rt sirratchett yall think ciara got good pussi,OFF
21188,stu rape face faggot man im sick nigga,OFF
21189,stuck serious bitch possibl worst type girl ever,OFF
21190,studi center biolog divers call taxpay fund ivanpah  kill  bird year ,NOT
21191,studi bio test like hoe ,OFF
21192,stunt hoe  ,OFF
21193,stupid aint got hoe shmediumproblem,OFF
21194,stupid ass alex scari littl bitch throw,OFF
21195,stupid ass hoe,OFF
21196,stupid bitch,OFF
21197,stupid bitch ,OFF
21198,stupid bitch church didnt give fuck bbq sauc gotta eat dri ass chicken strip ,OFF
21199,stupid bitch stay home ,OFF
21200,stupid bitch deserv treat like stupid bitch,OFF
21201,stupid  ltltlt fuck  ,OFF
21202,stupid bitch,OFF
21203,stupid bitch fuck skank dumb hoe,OFF
21204,stupid cunt bitch road,OFF
21205,stupid freshman bitch walk like slow hell u cant get around hurri fuck sloth,OFF
21206,stupid fuck cunt,OFF
21207,stupid hoe wack ,OFF
21208,stupid lil bitch  realli think im trippen  outttta pocket pimpinnn,OFF
21209,stupid peopl talk smack uncl tim tom ghetto fool wno futur im surpris u ignor niggaz even read write,OFF
21210,stupid teabagg restaur make custom pay minimum wage fee ,OFF
21211,stupid white peopl make post relev life stupid cousintouch honki whitetrash blond,OFF
21212,sub tweet uoeno lol bitch,OFF
21213,subtweet one time dirti chink whore,OFF
21214,subtweet littl bitch take high road,OFF
21215,subtweettweettweettweet cuz skinni niggah dick long,OFF
21216,trash episod walk dead tonight,NOT
21217,suck dick good im like god dam dirti bitch,OFF
21218,suck super monkey ball,OFF
21219,suddenlink trash yall know import bubbl guppi day,NOT
21220,sum yall kno yall lock talk bout bitch aint shit tonight ho im tire  ,OFF
21221,summer hoe turn winter wifey,OFF
21222,summer hoe turn winter wifey ,OFF
21223,summer half nake hoe gonna find person ,OFF
21224,summer time bitch alway wild ,OFF
21225,sumn wrong wit da pussi een tho aint gonn hit ima still make sure dat gushi,OFF
21226,sunday day chug everyon els around obsess fave footbal team fantasi leagu,NOT
21227,sup bitch,OFF
21228,super handsom guy liter broke af career horni bitch support bankruptci lol,OFF
21229,superman ho eyyyi,OFF
21230,support offic darren wilson ralli st loui  ferguson kkk tcot tpot teabagg teaparti,NOT
21231,sure got nice car  inch tv stainless steel applianc apart thousand twitter follow aint got hoe,OFF
21232,sure wish nose would stop drippingthi sick shit bird,OFF
21233,surpris bitch ,OFF
21234,surpris surpris tsa trash brandon darbi border patrol sourc ,NOT
21235,surrend divin  conqueror apocalyps  via youtub gtorient black metal hell,NOT
21236,suzan realli go make get sofa find damn silverwar golli old bitch,OFF
21237,swag bitch gratata ,OFF
21238,swag fag gag lml nd yall niggaz wanna ce swag foh im gxxd ill stay gd ,OFF
21239,swag kill bitch like columbin,OFF
21240,swap meet bound beaner,NOT
21241,swear god man nigga talk bitch day,OFF
21242,sweet jesus morningjo go split screen rep jame clyburn amp charli daniel time morningjo,NOT
21243,sweet milf white lingeri hose rip  ,OFF
21244,sweet innoc schoolgirl minami   ,OFF
21245,sweet babi bird crack  houston foodlov ,NOT
21246,sweet innoc teen cloth rip pussi  ,OFF
21247,sweet yellow bone thang call honey mustard ,NOT
21248,sweet found box twinki bought last year  bet least tripl nobrain buy,NOT
21249,sweetheart ladi im hard hoe ,OFF
21250,swing rt callherebbi realli dont like woman old hag ass bitch,OFF
21251,switch roo yo hoe let hit,OFF
21252,switcharoo yo main bitch niggga hell naw dont date hoe,OFF
21253,switcharoo yo hoe,OFF
21254,switcheroo yo main bitch nigga hell naw dont date hoe,OFF
21255,switcheroo yo main hoe hell naw niggga dont save hoe,OFF
21256,sydney hoe ask dumb ass question,OFF
21257,talk sooooo much shit today would mop floor kyle end rape time bitch,OFF
21258,bitch chaser need tsu  ,OFF
21259,tcbi hoe   arabellaann jackireininga ,OFF
21260,tk fuck money bitch,OFF
21261,tlcs chilli bulli son moustach seem share cloth yer public eye stop cri ya flaki bitch,OFF
21262,tmz hoe ,OFF
21263,trust seattlegt give thanksgiv duegt huge flightless bird dream come true european bird eater,NOT
21264,trust say jesuschrist would kill faggot came back life today day agegt spartacus rome,OFF
21265,turnt yo bitch hous parti,OFF
21266,tv make hoe seem attract yawn,OFF
21267,twitter like real lifefil pussi,OFF
21268,twitter newsflash  ever visit easton pburg area hoe diseas nigga thirsti gatorad would worth trillion,OFF
21269,taco bell super trash your sober,NOT
21270,tail light give fuck rollin bitch wit da head light,OFF
21271,take bitch soho froyo tell gon blow romo,OFF
21272,take fuck hoser,OFF
21273,take shove ass keitholbermann yanke derekjet,OFF
21274,take yo bitch dinner date paint face,OFF
21275,take yo hoe ass sleep,OFF
21276,take second mortgag bet yanke win world cup win lot seem like nobrain,NOT
21277,take pic im school bathroom fuck stupid retard,OFF
21278,talk behind back  hate pussi shit,OFF
21279,talk pussi power ,OFF
21280,talk alot shit want ill put u spot dont test bitch,OFF
21281,talk deigo last night dawg good like bitch maegan,OFF
21282,talkin brokanes took yo bitch broke knee,OFF
21283,talk angela hoe,OFF
21284,talk shit like hoe huh like man ima murk wen see,OFF
21285,tan main bitch,OFF
21286,tarantula dope spider small n kill fuck dat rt  spider arent scari sheesh  pussi,OFF
21287,taria filterless sisdari angel sisim big bro lol jigg lil ,NOT
21288,tarzan dis hoe ,OFF
21289,tattoo express mean one man trash anoth man treasur ,NOT
21290,taught lil niggah treat girl,OFF
21291,taught hate bitch,OFF
21292,taylor swift look like kinda bitch would bring home get dri handjob,OFF
21293,tbt nigguh ,OFF
21294,teach rt intellectsrus realli fuck bitch brah,OFF
21295,teacher hear talk  ear bitch,OFF
21296,teacher weekend homework uhm sorri bitch life,OFF
21297,teairri mari crazyth poor girl aint anyth herbitt ass bird,OFF
21298,team john bitch ,OFF
21299,technic nigga touch rape see trendin bitch callin cop lmao,OFF
21300,technolog aint doin noth make hoe look better,OFF
21301,teen get hole penetr even fist  ,OFF
21302,tell bitch gtfo face fa reason,OFF
21303,tell hater said fuck tell bitch said fuck,OFF
21304,tell itti bitti bitch pipe,OFF
21305,tell dem thot bitch im right ,OFF
21306,tell pussi mineeee,OFF
21307,tell hate ass niggah shut fuck,OFF
21308,tell hoe im friend,OFF
21309,tell hoe come  caus look like forgot bout  fact aint seen  say alot bout,OFF
21310,tell lie speakin lip tri pleadin  often bitch refer awesom,OFF
21311,tell skinni hoe bounc bring thick bitch back,OFF
21312,tell hoe love fuck em,OFF
21313,tell bae ho tre testicoli mean love eye italian,OFF
21314,tellin im disrespect aint one callin everybodi bitch free,OFF
21315,templ play life might work bitch semest cuz im pay outta pocket,OFF
21316,tempt finish everi sentenc say today yo bitch breakingbad,OFF
21317,terio got hoe ,OFF
21318,terrifi leprechaun ,NOT
21319,text instead play flappi bird soiknowitsr,NOT
21320,text nig nog ,OFF
21321,text plan nig,OFF
21322,text ya bitch like ya man suck meet da birkin store tell em get band ,OFF
21323,text bitch lyric new ty dolla ign tape wake shell nag littl less today,OFF
21324,text bitch like main materi fuck shit  finna get youza hoe text,OFF
21325,tf im act like sad ass bitch  old anthoni come back fashoo  ,OFF
21326,tf bitch mine,OFF
21327,tf bitch get coupl rt fstow,OFF
21328,tf real twitter niggabitch yall hoe tweekin,OFF
21329,thank charli ff    revkahjc cantucimblond kacado,NOT
21330,thank charli   cantucimblond revkahjc  kacado,NOT
21331,thank charli happi thursday    kacado cantucimblond revkahjc,NOT
21332,thank hand candi charli   revkahjc cantucimblond kacado ,NOT
21333,thank delaneyjad come last night ghetto one els could handl ,NOT
21334,thank charli  revkahjc   cantucimblond kacado,NOT
21335,thank charli   revkahjc  cantucimblond kacado,NOT
21336,thank charli great even   revkahjc cantucimblond kacado ,NOT
21337,thank scare absolut fuck flatfoot look like pussi fuck jerk,OFF
21338,thank text found hoe,OFF
21339,thank  cracker tweet today pilchard krackerwheat repeat like typic night bbc ,NOT
21340,thank nigga coco smell good hoe haha finna pull allllllll hoe come smell nigga ,OFF
21341,thanksgiv break bitch,OFF
21342,thanksgiv earli hoe ,OFF
21343,thanksgiv fam shaylay ignor chink eye ,OFF
21344,thas bitch,OFF
21345,ouija movi look like trash,NOT
21346,larri cucumb tweet funni af bit much rt young bitch might ,OFF
21347,princip shld asham look poor color kid made smart prop disgust morningjo,NOT
21348,annoy moment keep remov headphon someon keep talk like move bitch,OFF
21349,ass got niggah hypnot,OFF
21350,ass perfect cant help rt miavenis yall diss hoe prais nicki minaj everyday dont understand nigga man,OFF
21351,ass retart belong short yellow ,OFF
21352,awkward moment igotdrunkand your still ugli hoe,OFF
21353,awkward moment hoe say shes hoe,OFF
21354,awkward moment hold door someon use door next like bitch better back fuck,OFF
21355,bad bitch get left wack pussi kinda overr caus sex get better everyth cool,OFF
21356,beach greec beauti  live bitch ass virginia peopl get live around beauti year round ,OFF
21357,bit donovan got dvds droppin  see ya lha bitch,OFF
21358,bitch amanda ran away ,OFF
21359,bitch tha tha,OFF
21360,bitch better happi  tip,OFF
21361,bitch call thor strength  rtchubbygirlgod wait ,OFF
21362,bitch came flyin  lmao,OFF
21363,bitch cant touch,OFF
21364,bitch could sit face,OFF
21365,bitch crazzzi   pussi fixit  scandal,OFF
21366,bitch cur hair way short,OFF
21367,bitch filthi ,OFF
21368,bitch got  million boyfriend,OFF
21369,bitch got  follow drive honda ,OFF
21370,bitch hollerin abt fuck nahh fuck dat bitch,OFF
21371,bitch corn fed,OFF
21372,bitch goin,OFF
21373,bitch hella cranki today someon hand joint,OFF
21374,bitch lyinggggg,OFF
21375,bitch walk like  ,OFF
21376,bitch mouth made honor roll,OFF
21377,bitch qualitest  dont act right wisewordsfromwebb,OFF
21378,bitch said pussi pop sever thoe ,OFF
21379,bitch told control told go find,OFF
21380,bitch want numba gottafuck bruda aydontjudgem,OFF
21381,bitch worri fine fuck best friend got jump  cock sucker fine least worri,OFF
21382,bitch met know mean dont bitch million dollar later  feel ,OFF
21383,bitch,OFF
21384,boy alway pussi never threat,OFF
21385,broad  day moe rt ogflash earth rt iamryanraw nigga rt whoisjayhal rihanna prolli sexiest bitch earth,OFF
21386,crow sock,NOT
21387,damn lispi mouth bitch knowsgood hell well tara wasnt damn roommat damn rock brain man lol,OFF
21388,depress shit trash,OFF
21389,dude rent aint punkbitch either,OFF
21390,dude chicago w fuzzi mustach bang johnni love hes whack memoriesofidot,NOT
21391,dumb black bitch get card pictur made fuck mad ruin day ,OFF
21392,fat bitch that alway phone walk  tibaburg,OFF
21393,front flip trash that front flip swim pool land back everi time,NOT
21394,fuck slutti beaner,OFF
21395,hate shit dont mean noth bitch im feel ,OFF
21396,ho went darkskin mulatto rt funnyjulius fuck ,OFF
21397,hoe ask time ,OFF
21398,hoe beef tunchi chillllll ouutttt,OFF
21399,hoe fat trel said best,OFF
21400,hoe saidmi booti fleek lmfaooo,OFF
21401,hoe nip,OFF
21402, gon get yall bitch fucc  trynna hide shit,OFF
21403,last tweet song lyric dont realli like bad bitch like pretti chick bad bitch cheat easili often,OFF
21404,long hair doesnt cover redneck,NOT
21405,make annoy bitch your look offend cant bitch your offend,OFF
21406,mocha color chick doegtgtgtgt think fell ,NOT
21407,nig darion couldnt help act like camera didnt keep composur eattin crawfish hahaha,OFF
21408,nig g  would done thing,OFF
21409,nigga  trash,OFF
21410,nigga tannehil trash lmao dolphin trash,OFF
21411,nigga gucci alway hit hoe put rick jame song give nigga rick shoutout riprick rickjamesbitch,OFF
21412,nigga john aint ah real older nigga forreal let vick brotha bitch maplerow,OFF
21413,nigga talkin like hoe tell bitch nigga speak,OFF
21414,niggah lol tmlt ,OFF
21415,nigguh never play footbal,OFF
21416,night cap nonsens bird,NOT
21417,old lassi gregg total bitch man,OFF
21418,one drunk white bitch alway instig problem involv least oneblack dude crys afterward someon get hurt,OFF
21419,shit bird  get yo self,OFF
21420,pic circul jihadi call kill  saudi isi syria,OFF
21421,pussi best shave holiday,OFF
21422,pussi came gift wrap,OFF
21423,pussi cant hairi shit gotta stink lol,OFF
21424,pussi cri help,OFF
21425,pussi fat whatchu feed,OFF
21426,pussi sooo good ,OFF
21427,shack shit bird yo,OFF
21428,shade faggot clash eye color,OFF
21429,shit crow wal mart park lot,OFF
21430,son bitch moment open fridg food,OFF
21431,stupid bitch karma best pay,OFF
21432,vine start coon frenzi bruh,OFF
21433,warm fuzzi feel your abl give someon help hand talk medic problem other realli help,NOT
21434,bitch move pulledprob heartless thing,OFF
21435,solid invest  min cue frank yanke wow,NOT
21436,almost  year ago gave bitch away stolen,OFF
21437,deep like yo momma pussi deep,OFF
21438,faggot rant night,OFF
21439,good time start mickey mous club soon,NOT
21440,trash im gonna put phone goodnight,NOT
